ITEM;PARTIDA
"BOTE DE TINTA ORIGINAL EPSON ECO TANK L6171 (T-504) DE 127 ML./NEGRO, Tipo de Impresión: Epson T504 BK T504120-AL; Tipo de Garantía: Producto Original Epson.";39500
"BOTE DE TINTA ORIGINAL EPSON ECO TANK L6171 (T-504) DE 70 ML./MAGENTA, Tipo de Impresión: Epson T504 T504320-AL; Tipo de Garantía: Producto Original Epson.";39500
"BOTE DE TINTA ORIGINAL EPSON ECO TANK L6171 (T-504) DE 70 ML./AMARILLO, Tipo de Impresión: Epson T504 T504420-AL; Tipo de Garantía: Producto Original Epson.";39500
"BOTE DE TINTA ORIGINAL EPSON ECO TANK L6171 (T-504) DE 70 ML./CYAN, Tipo de Impresión: Epson T504 T504220-AL; Tipo de Garantía: Producto Original Epson.";39700
TACHOS LED;39700
FOCO LED CÁLIDO E14 DE 5 WATTS, Foco tipo vela, con rosca migñón, Marca: Candle Bulb.;39700
SPOT LED PARA RIEL DE 30 WATTS, CANTIDAD: 70 piezas, DESCRIPCIÓN: Spot con 2 vías, ángulo de visión ajustable a 90°, Voltaje: AC100-240V, Material: Cuerpo de Aluminio de color blanco, Marca: Wanders.;39700
PILA DE LITIO TIPO BOTON CR2032, Voltaje de 3V DC, Marca: Panasonic.;39700
BOMBILLA LED TRANSPARENTE DE 8.5 WATTS, Rosca normal, Filamento E27, Marca: FSL.;39700
BOMBILLA TIPO VELA TRANSPARENTE DE 5 WATTS, Rosca normal, Filamento E27, Marca: FSL.;39700
TOMA CORRIENTE SIMPLE DE PISO, Tipo de entrada: Nema, Material: metálico, Color dorado, Marca: Tramontina.;39700
SPOT CON BRAZO LUZ CALIDA DE 5 WATTS., Spot con brazo ajustable a 180°, Voltaje: 265V, Material: Cuerpo de Aluminio, Color blanco, Marca: Alatino Light.;39700
CABLE BIPOLAR BLANCO N° 12, Longitud de rollo: 100 metros, Grosor del filamento: 2.5 mm, Color: blanco, Marca: Sumalux.;39700
TARJETA DE VIDEO DE 2GB;39800
LAMPARA PARA PROYECTOR EPSON;39800
CAJA DE MANTENIMIENTO PARA IMPRESORA EPSON L805;39800
DRUM PARA FOTOCOPIADORA SHARP AR6023N;39800
CUCHILLA PARA FOTOCOPIADORA SHARP AR6023N;39800
PELARGONIAS;39990
JAZMÍN BLANCO;39990
JAZMÍN AMARILLO;39990
PLANTAS AZALEYA BLANCA Y ROSADA;39990
COMPUTADORAS DE ESCRITORIO MÁS MONITOR;43120
IMPRESORAS MULTIFUNCIÓN A CHORRO DE TINTA, TAMAÑO A3;43120
ESCANER DE ALTO TRÁFICO, ESCANEO DUPLEX;43120
DISTANCIOMETRO LASER;43700
HIGROMETRO DIGITAL DE MATERIALES;43700
CAMARA TERMOGRAFICA;43700
DETECTOR DIGITAL DE MATERIALES ;43700
TASAS (ASEO URBANO Y ALUMBRADO PUBLICO);85100
ENVIO DE PLANILLAS AL MINISTERIO DE TRABAJO;85900
PAGO DE SUELDOS DEL PERSONAL DE PLANTA DE CDL;66100
PAGO DE SERVICIO DE SEGURIDAD FÍSICA ESTATAL;66210
PAGO POR EL MES DE DICIEMBRE DEL CONSULTOR INDIVIDUAL DE LINEA INFRAESTRUCTURA MUSEISTICA;66210
PAGO POR EL MES DE DICIEMBRE DEL CONSULTOR INDIVIDUAL DE LINEA PERSONAL DE APOYO - GUIAJE;66210
PAGO POR EL MES DE DICIEMBRE DEL CONSULTOR INDIVIDUAL DE LINEA PERSONAL DE APOYO - MUSEO;66210
PAGO DE SERVICIO DE LIMPIEZA INTEGRAL;66210
PAGO SERVICIO DE MANTENIMIENTO DE ASCENSOR;66210
PAGO SERVICIO CURRIER;66210
PAGO DE SERVICIO DE JARDINERIA;66210
PAGO DE SUSCRIPCION CORREO DEL SUR;66210
PAGO DE RETENCIONES POR SERVICIO DE SEGURIDAD FÍSICA ESTATAL;66400
PAGO DE RETENCIONES POR SUELDOS DEL PERSONAL DE PLANTA DE CASA DE LA LIBERTAD;66400
